INDICATOR_ID,INDICATOR_LABEL_EN
OAEPG.H.1.Q1.M.LPIA,"Proportion of pupils enrolled in primary education who are at least 2 years over-age for their current grade, poorest quintile, male, adjusted location parity index (household survey data) (LPIA)"
OAEPG.H.1.Q5,"Percentage of pupils enrolled in primary education who are at least 2 years over-age for their current grade, richest quintile, both sexes (household survey data) (%)"
OAEPG.H.1.Q5.F,"Percentage of pupils enrolled in primary education who are at least 2 years over-age for their current grade, richest quintile, female (household survey data) (%)"
OAEPG.H.1.Q5.F.LPIA,"Proportion of pupils enrolled in primary education who are at least 2 years over-age for their current grade, richest quintile, female, adjusted location parity index (household survey data) (LPIA)"
OAEPG.H.1.Q5.GPIA,"Proportion of pupils enrolled in primary education who are at least 2 years over-age for their current grade, richest quintile, adjusted gender parity index (household survey data) (GPIA)"
OAEPG.H.1.Q5.LPIA,"Proportion of pupils enrolled in primary education who are at least 2 years over-age for their current grade, richest quintile, adjusted location parity index (household survey data) (LPIA)"
OAEPG.H.1.Q5.M,"Percentage of pupils enrolled in primary education who are at least 2 years over-age for their current grade, richest quintile, male (household survey data) (%)"
OAEPG.H.1.Q5.M.LPIA,"Proportion of pupils enrolled in primary education who are at least 2 years over-age for their current grade, richest quintile, male, adjusted location parity index (household survey data) (LPIA)"
OAEPG.H.1.RUR,"Percentage of pupils enrolled in primary education who are at least 2 years over-age for their current grade, rural, both sexes (household survey data) (%)"
OAEPG.H.1.RUR.F,"Percentage of pupils enrolled in primary education who are at least 2 years over-age for their current grade, rural, female (household survey data) (%)"
OAEPG.H.1.RUR.F.WPIA,"Proportion of pupils enrolled in primary education who are at least 2 years over-age for their current grade, rural, female, adjusted wealth parity index (household survey data) (WPIA)"
OAEPG.H.1.RUR.GPIA,"Proportion of pupils enrolled in primary education who are at least 2 years over-age for their current grade, rural, adjusted gender parity index (household survey data) (GPIA)"
OAEPG.H.1.RUR.M,"Percentage of pupils enrolled in primary education who are at least 2 years over-age for their current grade, rural, male (household survey data) (%)"
OAEPG.H.1.RUR.M.WPIA,"Proportion of pupils enrolled in primary education who are at least 2 years over-age for their current grade, rural, male, adjusted wealth parity index (household survey data) (WPIA)"
OAEPG.H.1.RUR.Q1,"Percentage of pupils enrolled in primary education who are at least 2 years over-age for their current grade, rural, poorest quintile, both sexes (household survey data) (%)"
OAEPG.H.1.RUR.Q1.F,"Percentage of pupils enrolled in primary education who are at least 2 years over-age for their current grade, rural, poorest quintile, female (household survey data) (%)"
OAEPG.H.1.RUR.Q1.GPIA,"Proportion of pupils enrolled in primary education who are at least 2 years over-age for their current grade, primary education, rural, poorest quintile, adjusted gender parity index (household survey data) (GPIA)"
OAEPG.H.1.RUR.Q1.M,"Percentage of pupils enrolled in primary education who are at least 2 years over-age for their current grade, rural, poorest quintile, male (household survey data) (%)"
OAEPG.H.1.RUR.Q5,"Percentage of pupils enrolled in primary education who are at least 2 years over-age for their current grade, rural, richest quintile, both sexes (household survey data) (%)"
OAEPG.H.1.RUR.Q5.F,"Percentage of pupils enrolled in primary education who are at least 2 years over-age for their current grade, rural, richest quintile, female (household survey data) (%)"
OAEPG.H.1.RUR.Q5.GPIA,"Proportion of pupils enrolled in primary education who are at least 2 years over-age for their current grade, primary education, rural, richest quintile, adjusted gender parity index (household survey data) (GPIA)"
OAEPG.H.1.RUR.Q5.M,"Percentage of pupils enrolled in primary education who are at least 2 years over-age for their current grade, rural, richest quintile, male (household survey data) (%)"
OAEPG.H.1.RUR.WPIA,"Proportion of pupils enrolled in primary education who are at least 2 years over-age for their current grade, rural, adjusted wealth parity index (household survey data) (WPIA)"
OAEPG.H.1.URB,"Percentage of pupils enrolled in primary education who are at least 2 years over-age for their current grade, urban, both sexes (household survey data) (%)"
OAEPG.H.1.URB.F,"Percentage of pupils enrolled in primary education who are at least 2 years over-age for their current grade, urban, female (household survey data) (%)"
OAEPG.H.1.URB.F.WPIA,"Proportion of pupils enrolled in primary education who are at least 2 years over-age for their current grade, urban, female, adjusted wealth parity index (household survey data) (WPIA)"
OAEPG.H.1.URB.GPIA,"Proportion of pupils enrolled in primary education who are at least 2 years over-age for their current grade, urban, adjusted gender parity index (household survey data) (GPIA)"
OAEPG.H.1.URB.M,"Percentage of pupils enrolled in primary education who are at least 2 years over-age for their current grade, urban, male (household survey data) (%)"
OAEPG.H.1.URB.M.WPIA,"Proportion of pupils enrolled in primary education who are at least 2 years over-age for their current grade, urban, male, adjusted wealth parity index (household survey data) (WPIA)"
OAEPG.H.1.URB.Q1,"Percentage of pupils enrolled in primary education who are at least 2 years over-age for their current grade, urban, poorest quintile, both sexes (household survey data) (%)"
OAEPG.H.1.URB.Q1.F,"Percentage of pupils enrolled in primary education who are at least 2 years over-age for their current grade, urban, poorest quintile, female (household survey data) (%)"
OAEPG.H.1.URB.Q1.GPIA,"Proportion of pupils enrolled in primary education who are at least 2 years over-age for their current grade, primary education, urban, poorest quintile, adjusted gender parity index (household survey data) (GPIA)"
OAEPG.H.1.URB.Q1.M,"Percentage of pupils enrolled in primary education who are at least 2 years over-age for their current grade, urban, poorest quintile, male (household survey data) (%)"
OAEPG.H.1.URB.Q5,"Percentage of pupils enrolled in primary education who are at least 2 years over-age for their current grade, urban, richest quintile, both sexes (household survey data) (%)"
OAEPG.H.1.URB.Q5.F,"Percentage of pupils enrolled in primary education who are at least 2 years over-age for their current grade, urban, richest quintile, female (household survey data) (%)"
OAEPG.H.1.URB.Q5.GPIA,"Proportion of pupils enrolled in primary education who are at least 2 years over-age for their current grade, primary education, urban, richest quintile, adjusted gender parity index (household survey data) (GPIA)"
OAEPG.H.1.URB.Q5.M,"Percentage of pupils enrolled in primary education who are at least 2 years over-age for their current grade, urban, richest quintile, male (household survey data) (%)"
OAEPG.H.1.URB.WPIA,"Proportion of pupils enrolled in primary education who are at least 2 years over-age for their current grade, urban, adjusted wealth parity index (household survey data) (WPIA)"
OAEPG.H.1.WPIA,"Proportion of pupils enrolled in primary education who are at least 2 years over-age for their current grade, adjusted wealth parity index (household survey data) (WPIA)"
OAEPG.H.2,"Percentage of pupils enrolled in lower secondary education who are at least 2 years over-age for their current grade, both sexes (household survey data) (%)"
OAEPG.H.2.F,"Percentage of pupils enrolled in lower secondary education who are at least 2 years over-age for their current grade, female (household survey data) (%)"
OAEPG.H.2.F.LPIA,"Proportion of pupils enrolled in lower secondary education who are at least 2 years over-age for their current grade, female, adjusted location parity index (household survey data) (LPIA)"
OAEPG.H.2.F.WPIA,"Proportion of pupils enrolled in lower secondary education who are at least 2 years over-age for their current grade, female, adjusted wealth parity index (household survey data) (WPIA)"
OAEPG.H.2.GPIA,"Proportion of pupils enrolled in lower secondary education who are at least 2 years over-age for their current grade, adjusted gender parity index (household survey data) (GPIA)"
OAEPG.H.2.LPIA,"Proportion of pupils enrolled in lower secondary education who are at least 2 years over-age for their current grade, adjusted location parity index (household survey data) (LPIA)"
OAEPG.H.2.M,"Percentage of pupils enrolled in lower secondary education who are at least 2 years over-age for their current grade, male (household survey data) (%)"
OAEPG.H.2.M.LPIA,"Proportion of pupils enrolled in lower secondary education who are at least 2 years over-age for their current grade, male, adjusted location parity index (household survey data) (LPIA)"
OAEPG.H.2.M.WPIA,"Proportion of pupils enrolled in lower secondary education who are at least 2 years over-age for their current grade, male, adjusted wealth parity index (household survey data) (WPIA)"
OAEPG.H.2.Q1,"Percentage of pupils enrolled in lower secondary education who are at least 2 years over-age for their current grade, poorest quintile, both sexes (household survey data) (%)"
OAEPG.H.2.Q1.F,"Percentage of pupils enrolled in lower secondary education who are at least 2 years over-age for their current grade, poorest quintile, female (household survey data) (%)"
OAEPG.H.2.Q1.F.LPIA,"Proportion of pupils enrolled in lower secondary education who are at least 2 years over-age for their current grade, poorest quintile, female, adjusted location parity index (household survey data) (LPIA)"
OAEPG.H.2.Q1.GPIA,"Proportion of pupils enrolled in lower secondary education who are at least 2 years over-age for their current grade, poorest quintile, adjusted gender parity index (household survey data) (GPIA)"
OAEPG.H.2.Q1.LPIA,"Proportion of pupils enrolled in lower secondary education who are at least 2 years over-age for their current grade, poorest quintile, adjusted location parity index (household survey data) (LPIA)"
OAEPG.H.2.Q1.M,"Percentage of pupils enrolled in lower secondary education who are at least 2 years over-age for their current grade, poorest quintile, male (household survey data) (%)"
OAEPG.H.2.Q1.M.LPIA,"Proportion of pupils enrolled in lower secondary education who are at least 2 years over-age for their current grade, poorest quintile, male, adjusted location parity index (household survey data) (LPIA)"
OAEPG.H.2.Q5,"Percentage of pupils enrolled in lower secondary education who are at least 2 years over-age for their current grade, richest quintile, both sexes (household survey data) (%)"
OAEPG.H.2.Q5.F,"Percentage of pupils enrolled in lower secondary education who are at least 2 years over-age for their current grade, richest quintile, female (household survey data) (%)"
OAEPG.H.2.Q5.F.LPIA,"Proportion of pupils enrolled in lower secondary education who are at least 2 years over-age for their current grade, richest quintile, female, adjusted location parity index (household survey data) (LPIA)"
OAEPG.H.2.Q5.GPIA,"Proportion of pupils enrolled in lower secondary education who are at least 2 years over-age for their current grade, richest quintile, adjusted gender parity index (household survey data) (GPIA)"
OAEPG.H.2.Q5.LPIA,"Proportion of pupils enrolled in lower secondary education who are at least 2 years over-age for their current grade, richest quintile, adjusted location parity index (household survey data) (LPIA)"
OAEPG.H.2.Q5.M,"Percentage of pupils enrolled in lower secondary education who are at least 2 years over-age for their current grade, richest quintile, male (household survey data) (%)"
OAEPG.H.2.Q5.M.LPIA,"Proportion of pupils enrolled in lower secondary education who are at least 2 years over-age for their current grade, richest quintile, male, adjusted location parity index (household survey data) (LPIA)"
OAEPG.H.2.RUR,"Percentage of pupils enrolled in lower secondary education who are at least 2 years over-age for their current grade, rural, both sexes (household survey data) (%)"
OAEPG.H.2.RUR.F,"Percentage of pupils enrolled in lower secondary education who are at least 2 years over-age for their current grade, rural, female (household survey data) (%)"
OAEPG.H.2.RUR.F.WPIA,"Proportion of pupils enrolled in lower secondary education who are at least 2 years over-age for their current grade, rural, female, adjusted wealth parity index (household survey data) (WPIA)"
OAEPG.H.2.RUR.GPIA,"Proportion of pupils enrolled in lower secondary education who are at least 2 years over-age for their current grade, rural, adjusted gender parity index (household survey data) (GPIA)"
OAEPG.H.2.RUR.M,"Percentage of pupils enrolled in lower secondary education who are at least 2 years over-age for their current grade, rural, male (household survey data) (%)"
OAEPG.H.2.RUR.M.WPIA,"Proportion of pupils enrolled in lower secondary education who are at least 2 years over-age for their current grade, rural, male, adjusted wealth parity index (household survey data) (WPIA)"
OAEPG.H.2.RUR.Q1,"Percentage of pupils enrolled in lower secondary education who are at least 2 years over-age for their current grade, rural, poorest quintile, both sexes (household survey data) (%)"
OAEPG.H.2.RUR.Q1.F,"Percentage of pupils enrolled in lower secondary education who are at least 2 years over-age for their current grade, rural, poorest quintile, female (household survey data) (%)"
OAEPG.H.2.RUR.Q1.GPIA,"Proportion of pupils enrolled in lower secondary education who are at least 2 years over-age for their current grade, rural, poorest quintile, adjusted gender parity index (household survey data) (GPIA)"
OAEPG.H.2.RUR.Q1.M,"Percentage of pupils enrolled in lower secondary education who are at least 2 years over-age for their current grade, rural, poorest quintile, male (household survey data) (%)"
OAEPG.H.2.RUR.Q5,"Percentage of pupils enrolled in lower secondary education who are at least 2 years over-age for their current grade, rural, richest quintile, both sexes (household survey data) (%)"
OAEPG.H.2.RUR.Q5.F,"Percentage of pupils enrolled in lower secondary education who are at least 2 years over-age for their current grade, rural, richest quintile, female (household survey data) (%)"
OAEPG.H.2.RUR.Q5.GPIA,"Proportion of pupils enrolled in lower secondary education who are at least 2 years over-age for their current grade, rural, richest quintile, adjusted gender parity index (household survey data) (GPIA)"
OAEPG.H.2.RUR.Q5.M,"Percentage of pupils enrolled in lower secondary education who are at least 2 years over-age for their current grade, rural, richest quintile, male (household survey data) (%)"
OAEPG.H.2.RUR.WPIA,"Proportion of pupils enrolled in lower secondary education who are at least 2 years over-age for their current grade, rural, adjusted wealth parity index (household survey data) (WPIA)"
OAEPG.H.2.URB,"Percentage of pupils enrolled in lower secondary education who are at least 2 years over-age for their current grade, urban, both sexes (household survey data) (%)"
OAEPG.H.2.URB.F,"Percentage of pupils enrolled in lower secondary education who are at least 2 years over-age for their current grade, urban, female (household survey data) (%)"
OAEPG.H.2.URB.F.WPIA,"Proportion of pupils enrolled in lower secondary education who are at least 2 years over-age for their current grade, urban, female, adjusted wealth parity index (household survey data) (WPIA)"
OAEPG.H.2.URB.GPIA,"Proportion of pupils enrolled in lower secondary education who are at least 2 years over-age for their current grade, urban, adjusted gender parity index (household survey data) (GPIA)"
OAEPG.H.2.URB.M,"Percentage of pupils enrolled in lower secondary education who are at least 2 years over-age for their current grade, urban, male (household survey data) (%)"
OAEPG.H.2.URB.M.WPIA,"Proportion of pupils enrolled in lower secondary education who are at least 2 years over-age for their current grade, urban, male, adjusted wealth parity index (household survey data) (WPIA)"
OAEPG.H.2.URB.Q1,"Percentage of pupils enrolled in lower secondary education who are at least 2 years over-age for their current grade, urban, poorest quintile, both sexes (household survey data) (%)"
OAEPG.H.2.URB.Q1.F,"Percentage of pupils enrolled in lower secondary education who are at least 2 years over-age for their current grade, urban, poorest quintile, female (household survey data) (%)"
OAEPG.H.2.URB.Q1.GPIA,"Proportion of pupils enrolled in lower secondary education who are at least 2 years over-age for their current grade, urban, poorest quintile, adjusted gender parity index (household survey data) (GPIA)"
OAEPG.H.2.URB.Q1.M,"Percentage of pupils enrolled in lower secondary education who are at least 2 years over-age for their current grade, urban, poorest quintile, male (household survey data) (%)"
OAEPG.H.2.URB.Q5,"Percentage of pupils enrolled in lower secondary education who are at least 2 years over-age for their current grade, urban, richest quintile, both sexes (household survey data) (%)"
OAEPG.H.2.URB.Q5.F,"Percentage of pupils enrolled in lower secondary education who are at least 2 years over-age for their current grade, urban, richest quintile, female (household survey data) (%)"
OAEPG.H.2.URB.Q5.GPIA,"Proportion of pupils enrolled in lower secondary education who are at least 2 years over-age for their current grade, urban, richest quintile, adjusted gender parity index (household survey data) (GPIA)"
OAEPG.H.2.URB.Q5.M,"Percentage of pupils enrolled in lower secondary education who are at least 2 years over-age for their current grade, urban, richest quintile, male (household survey data) (%)"
OAEPG.H.2.URB.WPIA,"Proportion of pupils enrolled in lower secondary education who are at least 2 years over-age for their current grade, urban, adjusted wealth parity index (household survey data) (WPIA)"
OAEPG.H.2.WPIA,"Proportion of pupils enrolled in lower secondary education who are at least 2 years over-age for their current grade, adjusted wealth parity index (household survey data) (WPIA)"
ODAFLOW.VOLUMESCHOLARSHIP,"Volume of official development assistance flows for scholarships by sector and type of study, constant US$ "
PTRHC.02.QUALIFIED,"Pupil-qualified teacher ratio in pre-primary education (headcount basis)"
PTRHC.02.TRAINED,"Pupil-trained teacher ratio in pre-primary education (headcount basis)"
PTRHC.1.QUALIFIED,"Pupil-qualified teacher ratio in primary education (headcount basis)"
PTRHC.1.TRAINED,"Pupil-trained teacher ratio in primary education (headcount basis)"
PTRHC.2.QUALIFIED,"Pupil-qualified teacher ratio in lower secondary (headcount basis)"
PTRHC.2.TRAINED,"Pupil-trained teacher ratio in lower secondary education (headcount basis)"
PTRHC.2T3.QUALIFIED,"Pupil-qualified teacher ratio in secondary (headcount basis)"
PTRHC.2T3.TRAINED,"Pupil-trained teacher ratio in secondary education (headcount basis)"
PTRHC.3.QUALIFIED,"Pupil-qualified teacher ratio in upper secondary (headcount basis)"
PTRHC.3.TRAINED,"Pupil-trained teacher ratio in upper secondary education (headcount basis)"
QUTP.02,"Percentage of qualified teachers in pre-primary education, both sexes (%)"
QUTP.02.F,"Percentage of qualified teachers in pre-primary education, female (%)"
QUTP.02.GPIA,"Proportion of qualified teachers in pre-primary education, adjusted gender parity index (GPIA)"
QUTP.02.M,"Percentage of qualified teachers in pre-primary education, male (%)"
QUTP.1,"Percentage of qualified teachers in primary education, both sexes (%)"
QUTP.1.F,"Percentage of qualified teachers in primary education, female (%)"
QUTP.1.GPIA,"Proportion of qualified teachers in primary education, adjusted gender parity index (GPIA)"
QUTP.1.M,"Percentage of qualified teachers in primary education, male (%)"
QUTP.2,"Percentage of qualified teachers in lower secondary education, both sexes (%)"
QUTP.2.F,"Percentage of qualified teachers in lower secondary education, female (%)"
QUTP.2.GPIA,"Proportion of qualified teachers in lower secondary education, adjusted gender parity index (GPIA)"
QUTP.2.M,"Percentage of qualified teachers in lower secondary education, male (%)"
QUTP.2T3,"Percentage of qualified teachers in secondary education, both sexes (%)"
QUTP.2T3.F,"Percentage of qualified teachers in secondary education, female (%)"
QUTP.2T3.GPIA,"Proportion of qualified teachers in secondary education, adjusted gender parity index (GPIA)"
QUTP.2T3.M,"Percentage of qualified teachers in secondary education, male (%)"
QUTP.3,"Percentage of qualified teachers in upper secondary education, both sexes (%)"
QUTP.3.F,"Percentage of qualified teachers in upper secondary education, female (%)"
QUTP.3.GPIA,"Proportion of qualified teachers in upper secondary education, adjusted gender parity index (GPIA)"
QUTP.3.M,"Percentage of qualified teachers in upper secondary education, male (%)"
ROFST.1.CP,"Out-of-school rate for children of primary school age, both sexes (%)"
ROFST.1.F.CP,"Out-of-school rate for children of primary school age, female (%)"
ROFST.1.GPIA.CP,"Out-of-school rate for children of primary school age, adjusted gender parity index (GPIA)"
ROFST.1.M.CP,"Out-of-school rate for children of primary school age, male (%)"
ROFST.1T2.CP,"Out-of-school rate for children and adolescents of primary and lower secondary school age, both sexes (%)"
ROFST.1T2.F.CP,"Out-of-school rate for children and adolescents of primary and lower secondary school age, female (%)"
ROFST.1T2.GPIA.CP,"Out-of-school rate for children and adolescents of primary and lower secondary school age, adjusted gender parity index (GPIA)"
ROFST.1T2.M.CP,"Out-of-school rate for children and adolescents of primary and lower secondary school age, male (%)"
ROFST.1T3.CP,"Out-of-school rate for children, adolescents and youth of primary, lower secondary and upper secondary school age, both sexes (%)"
ROFST.1T3.F.CP,"Out-of-school rate for children, adolescents and youth of primary, lower secondary and upper secondary school age, female (%)"
ROFST.1T3.GPIA.CP,"Out-of-school rate for children, adolescents and youth of primary, lower secondary and upper secondary school age, adjusted gender parity index (GPIA)"
ROFST.1T3.M.CP,"Out-of-school rate for children, adolescents and youth of primary, lower secondary and upper secondary school age, male (%)"
ROFST.2.CP,"Out-of-school rate for adolescents of lower secondary school age, both sexes (%)"
ROFST.2.F.CP,"Out-of-school rate for adolescents of lower secondary school age, female (%)"
ROFST.2.M.CP,"Out-of-school rate for adolescents of lower secondary school age, male (%)"
ROFST.2T3.CP,"Out-of-school rate for adolescents and youth of lower and upper secondary school age, both sexes (%)"
ROFST.2T3.F.CP,"Out-of-school rate for adolescents and youth of lower and upper secondary school age, female (%)"
ROFST.2T3.GPIA.CP,"Out-of-school rate for adolescents and youth of lower and upper secondary school age, adjusted gender parity index (GPIA)"
ROFST.2T3.M.CP,"Out-of-school rate for adolescents and youth of lower and upper secondary school age, male (%)"
ROFST.3.CP,"Out-of-school rate for youth of upper secondary school age, both sexes (%)"
ROFST.3.F.CP,"Out-of-school rate for youth of upper secondary school age, female (%)"
ROFST.3.GPIA.CP,"Out-of-school rate for youth of upper secondary school age, adjusted gender parity index (GPIA)"
ROFST.3.M.CP,"Out-of-school rate for youth of upper secondary school age, male (%)"
ROFST.AGM1.CP,"Out-of-school rate for children one year younger than official primary entry age, both sexes (%)"
ROFST.AGM1.F.CP,"Out-of-school rate for children one year younger than official primary entry age, female (%)"
ROFST.AGM1.GPIA.CP,"Out-of-school rate for children one year younger than official age, adjusted gender parity index (GPIA)"
ROFST.AGM1.M.CP,"Out-of-school rate for children one year younger than official primary entry age, male (%)"
ROFST.H.1,"Out-of-school rate for children of primary school age, both sexes (household survey data) (%)"
ROFST.H.1.ABL,"Out-of-school rate, primary education, not disabled, both sexes (household survey data) (%)"
ROFST.H.1.ABL.F,"Out-of-school rate, primary education, not disabled, female (household survey data) (%)"
ROFST.H.1.ABL.GPIA,"Out-of-school rate, primary education, not disabled, adjusted gender parity index (GPIA)"
ROFST.H.1.ABL.M,"Out-of-school rate, primary education, not disabled, male (household survey data) (%)"
ROFST.H.1.DIS,"Out-of-school rate, primary education, disabled, both sexes (household survey data) (%)"
ROFST.H.1.DIS.F,"Out-of-school rate, primary education, disabled, female (household survey data) (%)"
ROFST.H.1.DIS.GPIA,"Out-of-school rate, primary education, disabled, adjusted gender parity index (GPIA)"
ROFST.H.1.DIS.M,"Out-of-school rate, primary education, disabled, male (household survey data) (%)"
ROFST.H.1.DPIA,"Out-of-school rate, primary education, adjusted disability parity index (DPIA)"
ROFST.H.1.F,"Out-of-school rate for children of primary school age, female (household survey data) (%)"
ROFST.H.1.F.DPIA,"Out-of-school rate, primary education, female, adjusted disability parity index (DPIA)"
ROFST.H.1.F.LPIA,"Out-of-school rate for children of primary school age, female, adjusted location parity index (household survey data) (LPIA)"
ROFST.H.1.F.WPIA,"Out-of-school rate for children of primary school age, female, adjusted wealth parity index (household survey data) (WPIA)"
ROFST.H.1.GPIA,"Out-of-school rate for children of primary school age, adjusted gender parity index (household survey data) (GPIA)"
ROFST.H.1.LPIA,"Out-of-school rate for children of primary school age, adjusted location parity index (household survey data) (LPIA)"
ROFST.H.1.M,"Out-of-school rate for children of primary school age, male (household survey data) (%)"
ROFST.H.1.M.DPIA,"Out-of-school rate, primary education, male, adjusted disability parity index (DPIA)"
ROFST.H.1.M.LPIA,"Out-of-school rate for children of primary school age, male, adjusted location parity index (household survey data) (LPIA)"
ROFST.H.1.M.WPIA,"Out-of-school rate for children of primary school age, male, adjusted wealth parity index (household survey data) (WPIA)"
ROFST.H.1.Q1,"Out-of-school rate for children of primary school age, poorest quintile, both sexes (household survey data) (%)"
ROFST.H.1.Q1.F,"Out-of-school rate for children of primary school age, poorest quintile, female (household survey data) (%)"
ROFST.H.1.Q1.F.LPIA,"Out-of-school rate for children of primary school age, poorest quintile, female, adjusted location parity index (household survey data) (LPIA)"
ROFST.H.1.Q1.GPIA,"Out-of-school rate for children of primary school age, poorest quintile, adjusted gender parity index (household survey data) (GPIA)"
ROFST.H.1.Q1.LPIA,"Out-of-school rate for children of primary school age, poorest quintile, adjusted location parity index (household survey data) (LPIA)"
ROFST.H.1.Q1.M,"Out-of-school rate for children of primary school age, poorest quintile, male (household survey data) (%)"
ROFST.H.1.Q1.M.LPIA,"Out-of-school rate for children of primary school age, poorest quintile, male, adjusted location parity index (household survey data) (LPIA)"
ROFST.H.1.Q2,"Out-of-school rate for children of primary school age, second quintile, both sexes (household survey data) (%)"
ROFST.H.1.Q2.F,"Out-of-school rate for children of primary school age, second quintile, female (household survey data) (%)"
ROFST.H.1.Q2.F.LPIA,"Out-of-school rate for children of primary school age, second quintile, female, adjusted location parity index (household survey data) (LPIA)"
ROFST.H.1.Q2.GPIA,"Out-of-school rate for children of primary school age, second quintile, adjusted gender parity index (household survey data) (GPIA)"
ROFST.H.1.Q2.LPIA,"Out-of-school rate for children of primary school age, second quintile, adjusted location parity index (household survey data) (LPIA)"
ROFST.H.1.Q2.M,"Out-of-school rate for children of primary school age, second quintile, male (household survey data) (%)"
ROFST.H.1.Q2.M.LPIA,"Out-of-school rate for children of primary school age, second quintile, male, adjusted location parity index (household survey data) (LPIA)"
ROFST.H.1.Q3,"Out-of-school rate for children of primary school age, middle quintile, both sexes (household survey data) (%)"
ROFST.H.1.Q3.F,"Out-of-school rate for children of primary school age, middle quintile, female (household survey data) (%)"
ROFST.H.1.Q3.F.LPIA,"Out-of-school rate for children of primary school age, middle quintile, female, adjusted location parity index (household survey data) (LPIA)"
ROFST.H.1.Q3.GPIA,"Out-of-school rate for children of primary school age, middle quintile, adjusted gender parity index (household survey data) (GPIA)"
ROFST.H.1.Q3.LPIA,"Out-of-school rate for children of primary school age, middle quintile, adjusted location parity index (household survey data) (LPIA)"
ROFST.H.1.Q3.M,"Out-of-school rate for children of primary school age, middle quintile, male (household survey data) (%)"
ROFST.H.1.Q3.M.LPIA,"Out-of-school rate for children of primary school age, middle quintile, male, adjusted location parity index (household survey data) (LPIA)"
ROFST.H.1.Q4,"Out-of-school rate for children of primary school age, fourth quintile, both sexes (household survey data) (%)"
ROFST.H.1.Q4.F,"Out-of-school rate for children of primary school age, fourth quintile, female (household survey data) (%)"
ROFST.H.1.Q4.F.LPIA,"Out-of-school rate for children of primary school age, fourth quintile, female, adjusted location parity index (household survey data) (LPIA)"
ROFST.H.1.Q4.GPIA,"Out-of-school rate for children of primary school age, fourth quintile, adjusted gender parity index (household survey data) (GPIA)"
ROFST.H.1.Q4.LPIA,"Out-of-school rate for children of primary school age, fourth quintile, adjusted location parity index (household survey data) (LPIA)"
ROFST.H.1.Q4.M,"Out-of-school rate for children of primary school age, fourth quintile, male (household survey data) (%)"
ROFST.H.1.Q4.M.LPIA,"Out-of-school rate for children of primary school age, fourth quintile, male, adjusted location parity index (household survey data) (LPIA)"
ROFST.H.1.Q5,"Out-of-school rate for children of primary school age, richest quintile, both sexes (household survey data) (%)"
ROFST.H.1.Q5.F,"Out-of-school rate for children of primary school age, richest quintile, female (household survey data) (%)"
ROFST.H.1.Q5.F.LPIA,"Out-of-school rate for children of primary school age, richest quintile, female, adjusted location parity index (household survey data) (LPIA)"
ROFST.H.1.Q5.GPIA,"Out-of-school rate for children of primary school age, richest quintile, adjusted gender parity index (household survey data) (GPIA)"
ROFST.H.1.Q5.LPIA,"Out-of-school rate for children of primary school age, richest quintile, adjusted location parity index (household survey data) (LPIA)"
ROFST.H.1.Q5.M,"Out-of-school rate for children of primary school age, richest quintile, male (household survey data) (%)"
ROFST.H.1.Q5.M.LPIA,"Out-of-school rate for children of primary school age, richest quintile, male, adjusted location parity index (household survey data) (LPIA)"
ROFST.H.1.RUR,"Out-of-school rate for children of primary school age, rural, both sexes (household survey data) (%)"
ROFST.H.1.RUR.F,"Out-of-school rate for children of primary school age, rural, female (household survey data) (%)"
ROFST.H.1.RUR.F.WPIA,"Out-of-school rate for children of primary school age, rural, female, adjusted wealth parity index (household survey data) (WPIA)"
ROFST.H.1.RUR.GPIA,"Out-of-school rate for children of primary school age, rural, adjusted gender parity index (household survey data) (GPIA)"
ROFST.H.1.RUR.M,"Out-of-school rate for children of primary school age, rural, male (household survey data) (%)"
ROFST.H.1.RUR.M.WPIA,"Out-of-school rate for children of primary school age, rural, male, adjusted wealth parity index (household survey data) (WPIA)"
ROFST.H.1.RUR.Q1,"Out-of-school rate for children of primary school age, rural, poorest quintile, both sexes (household survey data) (%)"
ROFST.H.1.RUR.Q1.F,"Out-of-school rate for children of primary school age, rural, poorest quintile, female (household survey data) (%)"
ROFST.H.1.RUR.Q1.GPIA,"Out-of-school rate for children of primary school age, primary education, rural, poorest quintile, adjusted gender parity index (household survey data) (GPIA)"
ROFST.H.1.RUR.Q1.M,"Out-of-school rate for children of primary school age, rural, poorest quintile, male (household survey data) (%)"
ROFST.H.1.RUR.Q2,"Out-of-school rate for children of primary school age, rural, second quintile, both sexes (household survey data) (%)"
ROFST.H.1.RUR.Q2.F,"Out-of-school rate for children of primary school age, rural, second quintile, female (household survey data) (%)"
ROFST.H.1.RUR.Q2.GPIA,"Out-of-school rate for children of primary school age, primary education, rural, second quintile, adjusted gender parity index (household survey data) (GPIA)"
ROFST.H.1.RUR.Q2.M,"Out-of-school rate for children of primary school age, rural, second quintile, male (household survey data) (%)"
ROFST.H.1.RUR.Q3,"Out-of-school rate for children of primary school age, rural, middle quintile, both sexes (household survey data) (%)"
ROFST.H.1.RUR.Q3.F,"Out-of-school rate for children of primary school age, rural, middle quintile, female (household survey data) (%)"
ROFST.H.1.RUR.Q3.GPIA,"Out-of-school rate for children of primary school age, primary education, rural, middle quintile, adjusted gender parity index (household survey data) (GPIA)"
ROFST.H.1.RUR.Q3.M,"Out-of-school rate for children of primary school age, rural, middle quintile, male (household survey data) (%)"
